Temperature,Days_Stagnant,Source_Type,Gas_PPM
16.9,12.2,Sewage,275.25
32.1,8.0,Sewage,407.18
14.3,28.3,Sewage,330.25
22.1,8.9,Rainwater,68.11
22.9,27.1,Rainwater,74.85
35.3,29.5,Rainwater,80.96
23.7,27.5,Rainwater,120.18
28.9,9.3,Rainwater,93.53
29.5,11.9,Sewage,292.52
29.1,19.2,Sewage,460.14
42.4,13.5,Rainwater,139.91
11.3,17.7,Rainwater,70.01
24.8,7.0,Rainwater,63.48
19.9,10.8,Rainwater,65.91
34.9,24.4,Rainwater,98.45
44.4,27.7,Rainwater,138.03
28.8,4.0,Rainwater,71.19
26.2,12.8,Rainwater,91.44
34.9,5.7,Rainwater,104.73
20.4,28.6,Sewage,430.63
12.2,14.3,Sewage,184.78
19.7,5.8,Rainwater,37.69
19.2,23.8,Sewage,463.84
28.1,19.3,Sewage,387.59
24.3,13.6,Rainwater,70.97
16.1,27.7,Rainwater,112.13
13.6,15.4,Rainwater,49.67
41.6,24.3,Sewage,476.53
31.2,24.6,Rainwater,102.01
28.7,8.9,Sewage,387.01
23.3,24.2,Rainwater,124.91
19.6,17.6,Rainwater,96.45
34.9,4.9,Sewage,274.0
41.2,22.0,Rainwater,60.28
27.6,3.4,Sewage,166.22
38.4,27.5,Sewage,324.03
33.3,8.2,Sewage,321.79
43.9,14.7,Sewage,354.73
26.7,5.1,Sewage,270.62
14.8,24.1,Rainwater,93.25
24.8,1.2,Rainwater,10.01
31.9,29.6,Sewage,314.69
21.9,3.9,Sewage,136.29
27.9,16.7,Sewage,355.46
38.0,18.4,Sewage,455.86
16.7,23.8,Rainwater,69.53
37.3,18.7,Rainwater,134.34
17.3,26.6,Sewage,355.16
20.7,25.6,Rainwater,81.87
10.7,7.5,Rainwater,47.49
40.1,27.7,Sewage,451.95
14.8,17.7,Sewage,253.49
34.0,29.8,Rainwater,87.52
39.7,5.4,Rainwater,53.19
32.6,27.2,Sewage,436.75
17.9,16.3,Rainwater,65.7
40.6,2.3,Rainwater,78.36
33.0,18.5,Rainwater,122.35
36.4,23.6,Rainwater,132.76
18.7,19.5,Rainwater,72.67
35.8,3.1,Rainwater,32.17
41.7,16.2,Sewage,340.04
11.3,18.0,Rainwater,41.62
37.7,20.3,Sewage,417.75
30.5,29.4,Sewage,474.73
40.9,20.1,Sewage,325.05
38.2,18.5,Sewage,341.88
44.5,22.5,Rainwater,54.49
27.0,14.0,Rainwater,101.64
14.1,21.7,Rainwater,38.42
42.1,1.4,Sewage,222.09
18.0,28.8,Sewage,441.23
17.7,20.7,Rainwater,66.3
17.2,16.5,Rainwater,77.9
32.6,12.1,Rainwater,70.41
11.4,23.5,Rainwater,52.28
42.0,29.9,Sewage,442.32
38.9,7.6,Rainwater,100.2
34.3,29.8,Sewage,310.24
24.6,21.1,Rainwater,130.23
10.1,13.9,Rainwater,41.08
29.6,23.1,Sewage,472.7
14.4,6.5,Rainwater,48.85
22.5,12.8,Sewage,328.72
44.9,29.9,Sewage,433.12
35.7,11.2,Rainwater,71.19
10.4,7.2,Rainwater,37.13
28.5,20.9,Rainwater,89.72
44.6,23.8,Sewage,352.01
11.9,24.3,Sewage,284.82
15.2,29.5,Rainwater,55.62
32.1,1.8,Rainwater,46.3
19.0,15.8,Rainwater,64.72
22.5,26.8,Rainwater,79.76
44.8,11.6,Rainwater,86.0
21.3,14.4,Rainwater,82.15
14.2,29.9,Sewage,307.94
20.1,16.9,Rainwater,113.76
30.1,26.4,Sewage,361.26
30.6,14.7,Sewage,329.84
16.5,4.4,Sewage,113.16
39.8,1.3,Sewage,128.72
16.3,2.7,Rainwater,20.87
39.6,17.0,Sewage,441.98
14.7,14.8,Sewage,278.66
42.2,7.5,Rainwater,107.03
34.5,25.8,Rainwater,91.92
41.1,4.5,Rainwater,76.72
16.0,29.6,Sewage,291.62
15.1,7.7,Rainwater,36.25
29.8,29.2,Sewage,471.94
42.4,9.0,Sewage,432.47
11.7,8.9,Sewage,159.02
13.3,17.0,Sewage,273.12
41.2,9.9,Sewage,423.86
37.1,10.8,Rainwater,75.8
27.0,15.5,Sewage,320.51
12.5,29.1,Rainwater,76.69
32.1,25.2,Rainwater,131.15
11.6,3.2,Rainwater,11.18
32.8,24.3,Rainwater,113.99
34.2,3.2,Sewage,274.18
40.7,30.0,Rainwater,114.36
27.3,2.0,Sewage,122.48
13.8,10.0,Sewage,178.25
27.3,9.2,Sewage,305.02
18.4,14.1,Rainwater,88.95
16.4,28.5,Sewage,313.58
18.3,27.8,Rainwater,128.0
34.3,26.2,Rainwater,92.55
32.8,9.1,Sewage,391.9
33.2,15.1,Rainwater,128.38
38.2,14.2,Rainwater,124.59
16.5,26.3,Rainwater,87.26
23.9,2.8,Sewage,145.84
41.5,10.4,Rainwater,53.37
22.4,9.9,Sewage,212.66
21.7,27.3,Sewage,402.62
20.5,21.2,Rainwater,99.95
34.8,24.5,Rainwater,109.19
21.7,2.4,Rainwater,28.41
27.1,21.2,Sewage,468.31
38.2,1.2,Rainwater,50.11
38.4,3.2,Sewage,253.95
26.1,24.1,Rainwater,99.56
39.0,26.1,Sewage,505.56
41.8,25.2,Rainwater,48.55
20.4,28.5,Sewage,429.02
35.5,11.8,Sewage,400.74
40.2,9.8,Rainwater,146.29
12.7,12.9,Sewage,230.66
26.3,13.2,Rainwater,129.23
12.2,8.6,Rainwater,28.59
27.2,19.1,Rainwater,95.32
32.5,11.8,Sewage,282.69
18.4,10.2,Sewage,236.48
32.8,16.5,Sewage,364.24
25.5,2.8,Sewage,102.7
35.4,11.2,Rainwater,119.86
34.3,17.5,Rainwater,105.57
33.5,13.6,Rainwater,77.82
41.1,24.3,Rainwater,104.66
36.3,18.0,Rainwater,144.39
34.6,16.7,Rainwater,53.52
28.7,23.2,Sewage,313.2
32.5,25.6,Sewage,427.88
34.9,28.8,Sewage,472.79
18.0,12.2,Rainwater,87.38
43.7,29.8,Sewage,376.97
39.2,25.7,Rainwater,85.84
28.5,19.0,Sewage,409.38
44.3,4.6,Sewage,289.96
27.8,14.6,Rainwater,63.71
20.5,3.9,Rainwater,48.25
12.5,9.8,Sewage,185.54
28.2,2.3,Rainwater,30.84
22.3,20.5,Sewage,420.99
15.4,28.0,Sewage,296.6
15.2,17.2,Rainwater,60.96
39.3,9.9,Rainwater,94.24
28.9,27.2,Sewage,393.49
36.2,23.2,Sewage,385.22
32.0,14.7,Rainwater,135.13
15.3,27.3,Rainwater,71.34
27.7,26.4,Rainwater,94.9
13.8,2.5,Sewage,60.19
28.8,25.0,Sewage,333.03
15.4,13.4,Sewage,251.33
16.9,3.8,Sewage,80.22
29.8,6.8,Rainwater,83.9
33.7,19.4,Sewage,386.32
44.0,5.4,Rainwater,127.73
17.4,9.7,Rainwater,61.44
18.8,23.3,Rainwater,46.84
35.7,8.0,Sewage,337.1
19.4,24.1,Sewage,286.41
15.6,20.4,Sewage,243.32
25.5,5.9,Sewage,221.56
30.5,5.6,Sewage,268.36
30.0,17.2,Rainwater,97.96
25.8,22.8,Rainwater,54.77
13.4,14.2,Sewage,213.51
19.5,26.5,Sewage,311.35
16.1,8.3,Rainwater,40.72
19.7,7.8,Sewage,264.3
43.4,27.3,Rainwater,55.39
35.8,16.2,Rainwater,73.55
17.4,21.5,Sewage,294.75
25.2,20.6,Rainwater,121.47
38.8,3.4,Sewage,272.38
29.0,5.7,Rainwater,80.84
19.9,24.6,Rainwater,75.33
30.8,17.3,Sewage,318.76
12.9,21.0,Rainwater,45.21
27.6,23.1,Rainwater,145.64
35.3,16.2,Sewage,416.07
15.5,26.7,Rainwater,54.3
16.3,29.3,Sewage,369.1
44.6,5.7,Sewage,288.52
10.7,28.3,Sewage,322.67
23.4,17.3,Sewage,269.5
42.0,5.4,Sewage,346.97
43.8,25.6,Sewage,404.89
33.4,18.7,Rainwater,146.93
11.3,23.6,Rainwater,95.94
10.0,11.5,Rainwater,22.79
36.8,28.7,Rainwater,133.92
41.6,24.5,Rainwater,140.31
33.3,7.3,Sewage,277.98
24.7,21.1,Sewage,338.92
42.7,25.2,Rainwater,98.24
15.8,12.3,Rainwater,44.32
42.2,4.0,Sewage,292.76
13.0,26.0,Sewage,263.44
38.8,4.6,Rainwater,101.46
13.9,10.8,Sewage,179.5
42.9,5.5,Sewage,317.1
26.9,13.9,Sewage,336.24
37.0,6.1,Rainwater,64.52
23.9,14.6,Sewage,407.64
31.1,20.1,Rainwater,147.14
30.7,4.7,Rainwater,56.17
20.1,26.0,Rainwater,52.53
20.8,1.2,Sewage,44.36
10.2,9.5,Rainwater,52.41
19.0,23.4,Rainwater,110.09
39.5,28.4,Sewage,313.7
21.7,18.5,Sewage,319.36
31.4,1.1,Rainwater,28.85
30.1,11.8,Sewage,300.7
27.9,25.0,Sewage,374.19
13.0,27.2,Sewage,261.49
43.3,1.5,Rainwater,76.5
28.6,11.5,Rainwater,50.69
44.5,13.7,Rainwater,144.09
39.0,23.4,Rainwater,139.89
34.0,24.5,Sewage,483.19
25.0,14.4,Rainwater,80.59
16.4,17.9,Sewage,306.17
21.1,18.6,Rainwater,104.35
15.0,9.8,Rainwater,39.91
22.3,4.1,Sewage,132.09
36.4,2.3,Sewage,194.04
19.5,14.2,Rainwater,91.24
13.5,2.9,Rainwater,10.67
35.0,22.6,Sewage,385.82
18.8,26.0,Sewage,302.49
13.9,22.9,Rainwater,91.0
18.8,5.5,Sewage,197.36
35.1,23.5,Sewage,427.28
13.4,2.5,Sewage,62.85
21.9,11.6,Rainwater,38.28
44.6,11.7,Rainwater,65.74
16.6,4.8,Sewage,134.34
33.8,15.1,Rainwater,129.03
30.7,22.7,Rainwater,50.09
35.3,19.1,Rainwater,77.75
43.8,16.3,Sewage,473.59
35.4,23.9,Rainwater,145.86
30.6,18.7,Rainwater,110.8
26.3,3.6,Rainwater,54.19
31.4,3.1,Rainwater,46.54
17.4,12.7,Sewage,210.48
10.7,3.9,Rainwater,19.83
38.4,25.7,Sewage,425.91
28.3,3.2,Rainwater,57.22
44.4,4.8,Rainwater,128.82
27.1,27.3,Rainwater,54.82
19.6,14.1,Sewage,336.94
17.6,15.1,Sewage,326.39
33.5,8.7,Rainwater,122.96
42.2,9.0,Rainwater,85.03
15.0,1.1,Sewage,38.67
10.4,15.2,Rainwater,74.22
38.8,8.7,Rainwater,63.67
26.2,18.0,Sewage,378.32
13.9,26.2,Rainwater,99.86
28.0,25.2,Sewage,346.91
44.1,4.0,Sewage,300.55
32.8,9.0,Rainwater,47.21
27.4,21.2,Sewage,487.47
35.2,27.0,Sewage,400.36
18.7,21.1,Sewage,302.88
40.4,25.5,Sewage,356.81
29.1,12.1,Rainwater,68.0
20.7,29.6,Sewage,469.46
30.3,20.4,Rainwater,149.54
28.7,25.9,Sewage,317.99
21.5,11.9,Rainwater,65.1
15.4,14.3,Sewage,283.66
31.1,26.4,Rainwater,92.94
26.9,3.2,Sewage,150.3
28.2,29.6,Rainwater,68.28
31.9,23.9,Rainwater,76.82
23.3,21.3,Sewage,444.95
34.8,27.7,Rainwater,114.87
18.2,19.6,Rainwater,71.15
29.7,14.4,Sewage,316.23
37.8,2.1,Rainwater,62.48
22.0,18.0,Sewage,385.73
32.6,14.4,Sewage,327.03
26.3,17.6,Rainwater,137.71
32.9,8.4,Sewage,267.01
38.6,4.4,Sewage,367.38
25.4,15.7,Sewage,360.71
15.4,23.4,Rainwater,123.17
43.2,29.4,Sewage,459.4
15.6,28.2,Sewage,328.71
19.2,26.5,Sewage,320.85
36.2,24.6,Rainwater,143.62
11.4,16.4,Rainwater,34.37
29.7,9.6,Rainwater,41.15
32.7,13.6,Rainwater,134.48
15.2,20.8,Sewage,391.14
42.0,12.6,Sewage,458.09
26.1,27.4,Rainwater,98.39
17.5,18.7,Sewage,275.94
37.6,9.3,Sewage,457.3
24.6,15.5,Sewage,448.79
33.0,27.6,Rainwater,138.02
12.1,1.4,Sewage,32.31
18.0,3.1,Rainwater,26.22
33.2,2.5,Rainwater,27.55
18.4,15.8,Rainwater,76.44
32.8,8.8,Sewage,398.5
28.4,18.6,Rainwater,102.12
25.6,18.9,Sewage,417.56
12.2,25.2,Rainwater,98.0
18.4,29.9,Rainwater,93.47
42.3,10.5,Rainwater,66.16
29.4,27.2,Rainwater,134.89
42.1,15.7,Rainwater,91.81
35.4,7.2,Sewage,290.2
19.6,29.4,Rainwater,127.27
44.4,18.9,Rainwater,89.16
29.7,5.1,Rainwater,70.84
24.1,28.6,Rainwater,71.12
15.8,3.8,Rainwater,22.95
42.7,22.6,Rainwater,92.3
30.5,24.6,Rainwater,77.66
26.9,22.4,Sewage,326.84
41.8,29.6,Sewage,477.42
44.1,2.6,Sewage,362.01
40.2,5.1,Sewage,386.13
34.1,16.0,Rainwater,125.99
42.1,6.7,Rainwater,61.46
29.4,7.8,Sewage,285.57
41.7,28.4,Rainwater,98.78
15.8,29.1,Sewage,376.44
42.5,1.8,Sewage,231.77
29.1,16.0,Sewage,459.11
14.9,3.1,Sewage,80.83
35.7,20.8,Sewage,419.51
24.8,4.5,Sewage,173.46
34.6,28.1,Sewage,438.15
22.4,3.0,Rainwater,36.95
41.4,10.1,Sewage,407.38
13.9,26.5,Sewage,348.34
32.8,7.5,Rainwater,116.04
13.5,8.8,Sewage,222.76
35.8,12.5,Rainwater,127.16
26.9,13.4,Rainwater,118.27
43.8,10.8,Sewage,409.28
40.6,1.8,Sewage,251.61
19.5,27.9,Rainwater,137.63
20.7,13.5,Rainwater,98.5
17.7,14.8,Rainwater,48.83
42.3,10.4,Rainwater,137.84
39.6,17.2,Rainwater,124.54
15.3,20.5,Rainwater,60.77
38.6,16.8,Sewage,353.35
26.2,21.8,Sewage,282.01
31.7,27.3,Sewage,415.16
33.5,22.4,Sewage,354.92
30.2,19.7,Sewage,496.11
38.8,5.6,Rainwater,125.86
14.3,17.3,Sewage,208.53
30.9,9.9,Sewage,395.97
36.3,4.2,Rainwater,42.59
26.7,27.1,Rainwater,67.67
29.4,26.2,Rainwater,88.91
11.6,19.3,Sewage,280.85
27.2,29.3,Rainwater,71.35
27.1,9.1,Rainwater,92.25
29.2,13.3,Sewage,321.05
10.6,27.4,Sewage,251.16
36.2,22.8,Sewage,359.24
43.3,16.3,Sewage,503.24
10.2,15.4,Rainwater,75.23
18.7,26.1,Sewage,353.22
31.1,27.7,Rainwater,86.07
27.3,3.0,Rainwater,19.89
15.6,3.7,Rainwater,34.25
39.5,21.4,Sewage,404.48
21.5,1.0,Rainwater,13.63
12.6,2.1,Sewage,35.78
35.6,19.2,Rainwater,110.62
29.3,20.7,Rainwater,90.39
21.6,23.5,Rainwater,68.83
41.3,20.7,Rainwater,100.41
37.1,22.8,Rainwater,99.22
31.7,16.1,Sewage,389.63
32.3,20.3,Rainwater,83.51
26.8,1.6,Sewage,86.37
24.2,8.8,Sewage,261.99
11.4,17.8,Sewage,249.22
23.5,13.9,Rainwater,66.87
25.3,25.6,Sewage,480.42
11.3,16.9,Rainwater,39.24
22.7,22.4,Sewage,349.99
15.1,10.9,Rainwater,70.43
30.3,1.9,Rainwater,34.1
14.4,18.2,Sewage,271.64
30.2,10.5,Rainwater,58.29
28.1,27.1,Rainwater,102.45
43.4,24.3,Sewage,324.97
15.0,2.5,Sewage,51.98
29.0,22.0,Rainwater,91.59
36.4,14.2,Sewage,457.15
15.7,27.9,Sewage,337.33
37.9,26.5,Rainwater,131.92
13.0,13.2,Rainwater,44.6
16.0,29.5,Rainwater,54.19
25.5,25.5,Rainwater,93.91
41.4,8.3,Sewage,366.39
43.6,27.9,Rainwater,78.18
32.2,11.1,Rainwater,53.08
40.4,17.9,Rainwater,57.27
22.0,9.5,Sewage,266.37
29.0,18.5,Sewage,431.99
23.7,17.0,Sewage,374.04
14.1,1.2,Sewage,32.27
17.7,16.5,Rainwater,76.59
25.0,13.4,Sewage,278.52
39.4,5.5,Rainwater,106.14
28.0,22.9,Sewage,443.65
32.8,14.2,Rainwater,68.37
34.1,27.1,Sewage,404.42
34.4,2.6,Rainwater,46.46
12.6,10.0,Sewage,197.04
11.6,2.1,Rainwater,8.24
24.6,22.0,Sewage,319.94
27.0,13.8,Rainwater,87.75
39.2,3.0,Rainwater,65.87
23.4,27.2,Sewage,375.06
10.7,15.1,Sewage,236.14
40.1,21.9,Rainwater,129.85
15.5,11.4,Sewage,236.53
20.6,23.8,Rainwater,120.01
42.9,13.7,Sewage,404.24
42.1,14.6,Rainwater,83.3
42.6,8.2,Rainwater,133.43
38.6,12.3,Sewage,458.97
37.0,11.9,Rainwater,123.79
21.8,8.6,Sewage,212.29
40.4,29.1,Sewage,326.3
22.6,1.5,Rainwater,21.59
25.9,19.9,Sewage,343.99
16.9,23.4,Sewage,319.21
11.3,8.0,Rainwater,45.5
44.1,12.4,Sewage,387.75
19.5,20.5,Rainwater,74.84
38.9,8.6,Sewage,429.71
22.5,14.1,Sewage,318.73
11.6,20.7,Rainwater,90.31
15.4,17.0,Rainwater,67.53
20.8,6.3,Sewage,162.4
18.4,27.5,Sewage,375.75
18.4,23.5,Rainwater,44.92
38.5,16.1,Rainwater,68.48
40.8,13.8,Rainwater,117.67
20.1,1.9,Sewage,65.03
12.0,11.2,Sewage,173.43
33.8,24.2,Sewage,324.73
13.0,20.0,Sewage,357.23
11.1,21.8,Sewage,331.94
20.7,18.9,Sewage,335.51
10.0,28.3,Rainwater,116.93
42.0,4.5,Sewage,303.75
21.4,29.1,Sewage,327.98
15.7,9.1,Rainwater,45.02
12.9,27.2,Sewage,318.32
26.6,19.0,Rainwater,127.03
29.2,6.1,Sewage,218.42
18.9,27.5,Rainwater,136.04
36.3,23.8,Sewage,313.24
28.4,12.6,Rainwater,124.02
17.9,16.5,Sewage,298.06
14.1,9.1,Rainwater,61.24
15.7,23.3,Rainwater,99.3
20.5,18.8,Rainwater,122.02
29.5,14.1,Sewage,435.05
34.9,16.6,Sewage,330.3
11.2,15.8,Sewage,197.93
38.1,17.8,Sewage,438.81
27.4,9.5,Sewage,373.32
32.7,20.5,Sewage,353.95
33.7,6.2,Rainwater,63.01
40.4,20.2,Rainwater,108.4
26.5,26.8,Rainwater,127.34
18.6,14.5,Sewage,276.57
12.2,5.2,Sewage,115.48
17.9,18.8,Sewage,313.62
32.1,2.2,Rainwater,38.98
35.2,9.8,Sewage,373.93
16.1,5.9,Rainwater,34.85
29.1,28.9,Rainwater,131.32
42.1,3.8,Sewage,392.35
21.1,19.2,Sewage,425.07
34.4,19.3,Rainwater,107.03
38.6,25.3,Rainwater,55.16
35.1,3.5,Sewage,213.32
25.1,6.3,Sewage,171.39
26.3,25.5,Sewage,352.19
10.7,2.9,Rainwater,8.97
39.3,29.9,Sewage,488.07
33.5,28.5,Rainwater,112.58
24.0,6.7,Rainwater,36.2
16.7,7.2,Rainwater,30.19
12.4,23.7,Sewage,363.36
34.8,6.1,Rainwater,39.96
14.0,27.6,Rainwater,117.37
20.4,1.9,Sewage,68.79
31.8,17.9,Rainwater,90.88
32.7,17.8,Rainwater,75.57
24.7,19.7,Sewage,402.82
19.4,27.0,Sewage,385.75
19.6,20.1,Rainwater,54.58
13.9,15.1,Rainwater,51.31
26.0,26.8,Rainwater,71.66
21.9,15.3,Rainwater,113.15
27.4,9.7,Rainwater,109.35
42.3,27.0,Rainwater,56.93
11.1,1.9,Rainwater,13.72
24.0,16.4,Sewage,349.59
30.1,24.2,Rainwater,110.95
28.5,10.6,Sewage,304.05
21.0,4.4,Rainwater,53.35
17.9,21.6,Rainwater,51.56
13.8,6.2,Rainwater,20.59
41.3,21.2,Rainwater,52.89
41.7,20.7,Sewage,336.8
31.0,14.9,Sewage,294.94
40.1,28.5,Rainwater,154.72
34.5,24.7,Rainwater,59.29
39.9,3.0,Rainwater,58.39
29.4,16.6,Sewage,397.03
17.6,20.8,Sewage,397.63
38.3,14.8,Rainwater,82.68
10.7,24.5,Sewage,289.75
26.6,2.1,Sewage,87.53
13.0,3.4,Rainwater,23.8
16.1,21.3,Rainwater,79.56
31.5,25.1,Rainwater,111.14
10.6,14.9,Sewage,248.85
42.7,25.6,Rainwater,54.23
32.1,21.6,Rainwater,112.83
27.4,17.8,Rainwater,56.68
20.2,11.3,Sewage,325.32
10.0,25.0,Rainwater,54.73
36.9,21.1,Sewage,299.18
38.7,11.9,Sewage,459.85
23.9,9.5,Sewage,220.47
10.1,22.4,Rainwater,70.95
39.2,4.4,Sewage,360.91
11.6,1.5,Rainwater,11.3
23.1,8.1,Rainwater,91.43
32.2,5.6,Sewage,334.7
31.2,9.7,Sewage,309.64
28.9,5.1,Sewage,212.22
23.2,6.7,Rainwater,44.31
15.8,24.5,Rainwater,113.66
22.7,6.1,Rainwater,27.1
20.6,3.1,Sewage,133.35
43.6,9.2,Sewage,470.04
27.1,27.6,Rainwater,71.5
28.6,20.3,Rainwater,110.64
36.0,20.9,Sewage,396.37
43.9,16.1,Sewage,489.76
43.4,10.4,Rainwater,53.12
17.8,17.6,Rainwater,47.87
27.6,1.5,Sewage,91.94
16.1,8.2,Rainwater,56.21
32.1,8.8,Sewage,439.79
28.7,20.4,Sewage,362.3
10.6,22.1,Rainwater,62.31
25.4,9.5,Rainwater,76.03
26.6,2.2,Sewage,104.85
38.2,4.6,Sewage,318.13
13.6,9.9,Rainwater,49.9
22.5,29.8,Rainwater,74.06
14.3,20.6,Rainwater,83.59
42.9,10.6,Rainwater,58.88
40.7,13.6,Sewage,480.56
11.1,28.6,Rainwater,63.09
21.8,22.8,Sewage,340.1
24.7,25.0,Sewage,424.61
43.5,13.9,Sewage,377.4
14.9,25.9,Rainwater,65.14
42.9,16.5,Sewage,407.78
42.4,22.6,Sewage,436.47
17.2,8.6,Sewage,202.16
34.8,10.0,Rainwater,136.94
38.6,10.5,Rainwater,119.29
27.9,18.5,Rainwater,56.32
40.5,14.9,Sewage,362.59
25.7,3.9,Sewage,156.19
13.0,16.9,Sewage,226.92
31.6,16.9,Sewage,460.42
16.5,3.2,Sewage,65.83
35.5,18.9,Sewage,482.42
21.2,9.7,Rainwater,94.73
18.8,16.7,Sewage,324.02
23.9,7.5,Sewage,198.48
33.0,11.4,Sewage,400.49
12.2,28.4,Rainwater,47.47
23.4,8.7,Sewage,223.32
12.3,26.4,Rainwater,46.09
42.6,15.0,Rainwater,53.81
16.3,27.4,Sewage,358.16
39.9,11.0,Rainwater,56.5
31.7,20.7,Sewage,413.89
11.3,22.3,Rainwater,52.14
28.7,21.1,Rainwater,117.21
43.4,17.9,Sewage,456.45
40.8,10.1,Rainwater,106.91
31.1,28.7,Sewage,487.49
43.3,26.5,Sewage,450.93
43.9,19.2,Sewage,347.89
17.2,27.0,Rainwater,113.53
29.9,4.7,Sewage,289.87
29.6,17.9,Sewage,419.88
30.0,17.7,Sewage,379.86
29.2,2.4,Sewage,148.71
16.0,13.6,Rainwater,52.14
20.3,2.1,Sewage,90.96
23.2,4.2,Sewage,129.53
16.7,27.5,Sewage,395.27
22.1,3.0,Rainwater,41.35
11.9,16.1,Rainwater,81.74
21.1,12.2,Rainwater,94.41
26.2,8.7,Rainwater,69.09
21.4,21.4,Rainwater,93.95
19.0,17.0,Rainwater,81.88
28.1,21.0,Rainwater,68.1
44.7,10.2,Rainwater,129.98
33.1,24.6,Rainwater,140.1
32.5,1.8,Sewage,129.59
39.5,14.5,Rainwater,96.26
20.2,18.6,Rainwater,116.21
27.2,13.8,Sewage,324.79
30.3,1.6,Rainwater,36.97
42.6,12.6,Sewage,368.01
41.0,22.4,Rainwater,120.92
34.4,1.0,Sewage,76.42
34.8,15.6,Rainwater,115.32
22.5,27.4,Sewage,477.53
10.6,15.6,Rainwater,35.16
36.8,15.6,Sewage,321.74
24.7,21.2,Sewage,338.58
25.7,17.0,Sewage,367.77
44.3,21.5,Sewage,363.23
37.8,13.2,Rainwater,88.54
20.5,28.2,Rainwater,102.83
36.0,2.9,Sewage,214.67
23.2,25.7,Rainwater,73.94
12.7,4.9,Rainwater,13.64
36.8,29.3,Sewage,380.47
26.7,19.1,Rainwater,58.57
27.3,3.2,Sewage,196.55
43.9,7.3,Sewage,370.74
34.5,22.6,Rainwater,95.36
23.1,27.5,Sewage,335.68
19.7,1.1,Rainwater,7.77
23.6,14.2,Sewage,333.85
37.0,12.9,Sewage,394.29
24.1,5.4,Rainwater,72.06
16.2,12.3,Rainwater,34.55
18.8,24.6,Rainwater,46.61
16.0,2.0,Sewage,46.8
45.0,17.6,Sewage,470.36
30.7,15.8,Sewage,431.54
31.3,12.9,Rainwater,77.11
25.8,26.7,Rainwater,127.3
28.4,3.6,Sewage,196.87
37.0,3.3,Rainwater,75.6
28.2,27.8,Rainwater,103.64
43.6,28.2,Sewage,489.51
24.4,24.8,Rainwater,88.65
34.0,24.4,Sewage,367.22
13.9,22.9,Rainwater,53.42
32.3,13.3,Sewage,448.6
24.4,17.4,Rainwater,133.39
32.7,3.7,Sewage,283.82
15.7,29.9,Rainwater,77.24
37.9,18.3,Sewage,436.72
35.1,21.7,Sewage,462.28
31.8,11.9,Rainwater,60.21
27.3,27.4,Sewage,343.29
11.8,10.4,Rainwater,52.84
22.1,20.8,Rainwater,44.43
18.7,28.1,Rainwater,72.95
20.6,5.1,Rainwater,34.69
39.3,5.1,Sewage,320.49
28.4,2.9,Rainwater,22.57
32.7,29.2,Sewage,340.7
24.3,5.2,Rainwater,28.77
21.6,14.7,Rainwater,86.96
34.1,18.7,Sewage,354.99
20.9,9.9,Sewage,193.13
10.2,15.1,Rainwater,77.08
22.2,21.1,Rainwater,44.52
42.2,1.7,Sewage,233.53
41.8,8.8,Sewage,466.22
19.2,5.5,Rainwater,40.49
19.6,5.8,Sewage,169.75
20.0,11.7,Rainwater,78.55
30.8,10.5,Rainwater,90.91
24.3,4.5,Sewage,197.86
23.8,15.9,Rainwater,113.8
34.3,13.8,Rainwater,98.15
36.5,29.5,Rainwater,128.04
43.4,3.6,Sewage,253.43
14.5,23.2,Sewage,255.36
39.4,26.2,Sewage,500.5
43.7,12.0,Sewage,479.4
27.3,9.2,Rainwater,103.38
17.4,7.8,Rainwater,29.78
35.3,4.5,Sewage,325.61
31.8,1.4,Rainwater,15.46
33.4,5.0,Rainwater,62.82
44.7,17.3,Rainwater,109.42
15.5,20.9,Sewage,250.51
29.9,9.7,Sewage,280.15
44.3,22.6,Sewage,446.28
27.0,5.1,Sewage,273.19
32.3,17.0,Rainwater,75.9
16.3,27.3,Sewage,282.97
16.8,26.4,Rainwater,52.64
44.1,3.7,Rainwater,93.58
34.3,13.0,Sewage,399.19
12.0,12.0,Sewage,177.68
43.1,1.5,Rainwater,47.2
32.1,26.5,Rainwater,110.01
31.6,5.4,Sewage,231.7
43.5,28.1,Rainwater,59.95
28.9,20.5,Sewage,289.14
31.9,3.8,Sewage,183.99
38.2,29.2,Sewage,315.9
21.0,14.6,Rainwater,57.23
13.8,13.5,Rainwater,43.19
43.9,8.0,Sewage,410.22
29.8,15.2,Sewage,410.4
44.8,6.5,Sewage,311.39
36.5,9.9,Rainwater,88.84
43.5,3.2,Rainwater,77.36
12.6,3.0,Sewage,74.69
30.3,14.0,Sewage,345.61
17.0,2.6,Sewage,74.24
39.5,1.5,Rainwater,28.76
29.5,26.9,Rainwater,97.66
13.8,3.0,Sewage,84.38
33.6,13.0,Sewage,431.3
27.7,17.7,Sewage,450.61
28.4,5.7,Sewage,252.87
26.7,29.7,Sewage,450.85
42.3,12.9,Rainwater,147.23
15.1,29.9,Sewage,334.74
25.6,11.5,Rainwater,74.13
25.8,7.8,Rainwater,39.11
39.2,2.5,Rainwater,42.36
26.5,29.7,Sewage,431.62
28.8,10.5,Rainwater,97.23
33.9,4.2,Sewage,201.61
31.4,6.9,Sewage,316.43
31.3,5.8,Rainwater,77.28
37.0,22.2,Sewage,397.86
